Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
4b04cd2f-3f27-35bc-8069-f4ca6339529f,3d10019f-c88e-3de5-9916-6107b9c0263d,Maile198 Frami345,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,2658
aa89beb2-7bc6-35fa-83f7-4b32039e84eb,12c9daf5-a29c-36c9-ac55-28972463e566,Sanford861 Gottlieb798,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,1999
12b801f8-7b4e-369e-80b9-4205c25aab0f,27379046-608b-32f0-9df7-8c833cf5d11d,Kasi212 Hickle134,F,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,281
40d7ff6c-5040-39aa-a876-19f1ccc6740c,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Luke971 Rath779,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,3083
d78462d1-3e5d-3a93-961e-6df1df9e285a,5103c940-0c08-392f-95cd-446e0cea042a,Catalina187 Olivo261,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,457
bb17e691-262b-3546-93d5-d88e7de93246,3dc9bb2d-5d66-3e61-bf9a-e234c6433577,Claudine313 Yost751,F,GENERAL PRACTICE,27 COLLEGE ST,SOUTH HADLEY,MA,01075-1155,42.256208,-72.58103,58
6f1d59a7-a5bd-3cf9-9671-5bad2f351c28,772ee193-bb9f-30eb-9939-21e86c8e4da5,Ellan282 Krajcik437,F,GENERAL PRACTICE,137 MAGAZINE ST,CAMBRIDGE,MA,02139-4711,42.376043,-71.11868,33
79225ab0-1996-3e8b-9d68-b8ece602fcc2,f18084da-cd20-347a-93a9-f62f748ba19a,Carmina141 Carroll471,F,GENERAL PRACTICE,5 N MEADOWS RD,MEDFIELD,MA,02052-2317,42.184599,-71.305307,50
94e96cd6-ab2b-3791-a43c-c199868245a8,1ca2afca-6817-3a22-81d7-70b3b1366183,Ned189 Waelchi213,M,GENERAL PRACTICE,65 NEPONSET AVE,FOXBOROUGH,MA,02035-4022,42.061338,-71.245802,70
163f7daa-bfba-33a8-9ea2-554587a3cbef,d32bd7bd-4211-34d8-a08b-b1b2b810d41b,Rickie717 Hauck852,M,GENERAL PRACTICE,275 VARNUM AVE,LOWELL,MA,01854-2109,42.63898,-71.321141,35
f8d2b3a5-9a81-3561-b2fa-7582ff69ad6f,fa340249-2990-3217-9d24-d69a3c55b349,Casie505 Crona259,F,GENERAL PRACTICE,1000 MOHAWK TRL,SHELBURNE FALLS,MA,01370-9705,42.609509,-72.74698000000001,6
ac8dab4e-f182-3edd-9998-b7c6c3075b14,cd78e27b-c9fa-3144-80b5-c67a7bf4ceca,Alise864 Jones311,F,GENERAL PRACTICE,46 COLUMBIA RD,PEMBROKE,MA,02359-1862,42.067803999999995,-70.805713,25
61516ba2-a5f2-3e82-8917-9c937c10bb68,3c05822a-8791-3499-b10e-8c9d4e21a9ee,Elvin140 Fritsch593,M,GENERAL PRACTICE,60 AUSTIN ST,NEWTONVILLE,MA,02460-1857,42.331876,-71.208402,39
756e368d-9a82-3fd9-a8e6-e275470ffa77,35763b90-63ab-3c6a-895a-8c83bfa6bd3c,Gerardo48 Huels583,M,GENERAL PRACTICE,146 MAIN ST,NORFOLK,MA,02056-1322,42.116244,-71.329274,64
7ed6b84a-b847-3744-9d42-15c42297a0c2,b03dba4f-892f-365c-bfd1-bfcfa7a98d5d,Dwayne786 Reilly981,M,GENERAL PRACTICE,262 NEW LUDLOW RD,CHICOPEE,MA,01020-4488,42.175668,-72.572257,59
ef6360ac-7d6f-3204-bd31-e1e63fcb0f41,86f5a86b-9cb4-3b31-9ef1-4694e3fc359e,Bo157 Hickle134,M,GENERAL PRACTICE,430 COOLEY ST,SPRINGFIELD,MA,01128-1180,42.115454,-72.539978,24
51850f28-6e0a-374f-a50a-948ebf407226,0b9f3f7c-8ab6-30a5-b3ae-4dc0e0c00cb3,Mignon230 Hilpert278,F,GENERAL PRACTICE,1109 GRANBY RD,CHICOPEE,MA,01020-1568,42.175668,-72.572257,10
18cc4159-3360-38cf-8ce2-839fb21bedbd,ca960833-41ab-3cab-b1f0-192cf26727d1,Marisol435 Porras535,F,GENERAL PRACTICE,1030 PRESIDENT AVE,FALL RIVER,MA,02720-5929,41.725351,-71.094162,115
e4cac565-c0a3-3bd1-b0d3-741c3c47881a,b037701c-67e8-3235-8eb8-c8598d816f87,Carolina179 McLaughlin530,F,GENERAL PRACTICE,1101 BEACON ST,BROOKLINE,MA,02446-5587,42.323853,-71.142003,34
e755f853-29a9-3772-b889-589c1c172021,58b8fe10-e28a-313e-93b0-486d1246c364,Buster609 Lemke654,M,GENERAL PRACTICE,125 PARKER HILL AVE,BOSTON,MA,02120-2847,42.338551,-71.018253,29
93f77048-5bfd-3a59-9ae4-4399fbd77398,4e916854-3a59-3f17-bb16-7c406148d822,Tiana543 Blick895,F,GENERAL PRACTICE,1399 WASHINGTON STREET,HANOVER,MA,2339,42.144202,-70.844005,297
08703819-4d5c-3998-9de3-6ef611285bbc,a9afd4c9-8443-3b5a-a486-07c3bb109b3f,Judith460 Johns824,F,GENERAL PRACTICE,444 MONTGOMERY STREET,CHICOPEE,MA,1020,42.1718584,-72.5849672,242
